Order_ID,Order_Date,Order_Status,CustomerID,Gender,Age,City,Country,Subscription Status,Category,Item_Purchased,Quantity,Purchase_Amount,Discount Applied,Shipping_Cost,Payment Method,Previous Purchases,Frequency of Purchases,Ship_Mode,Review Rating
405-0534257-8109938,4/30/2022,Shipped,12838,Male,24,Xinyu,China,Yes,Books,Comics,3,465.86,Yes,292.19,Venmo,39,Bi-Weekly,Express,2.8
171-5702903-4981901,4/30/2022,Shipped - Delivered to Buyer,12838,Male,59,Teresina,Brazil,Yes,Sports,Tennis Racket,3,402.03,Yes,299,Credit Card,23,Monthly,Standard,4.7
406-6474243-1265115,4/30/2022,Shipped,12838,Male,63,Naha,Japan,Yes,Home & Kitchen,Cookware Set,3,540.26,Yes,466.63,PayPal,41,Bi-Weekly,Same Day,4.4
405-3523941-5355524,4/30/2022,Shipped - Delivered to Buyer,12838,Male,41,Goyang,"Korea, South",Yes,Home & Kitchen,Vacuum Cleaner,2,284.13,Yes,280.11,Credit Card,50,Annually,Standard,
405-3523941-5355524,4/30/2022,Shipped - Delivered to Buyer,12838,Male,35,Nangandao,China,Yes,Electronics,Laptop,4,272.96,Yes,378.85,Debit Card,30,Quarterly,Standard,3.1
403-5082537-8368348,4/30/2022,Shipped - Delivered to Buyer,12838,Male,34,Yibin,China,Yes,Beauty,Lipstick,3,612.27,Yes,444.43,Bank Transfer,32,Quarterly,Standard,2.6
408-5947919-3506726,4/30/2022,Shipped,12838,Male,49,Aba,Nigeria,Yes,Sports,Tennis Racket,3,216.08,Yes,64.62,Bank Transfer,35,Monthly,Same Day,2.9
408-6114783-6199528,4/30/2022,Shipped,12838,Male,43,Maiduguri,Nigeria,Yes,Sports,Basketball,2,213.43,Yes,299.29,Venmo,45,Bi-Weekly,Express,3.3
408-6114783-6199528,4/30/2022,Shipped,12838,Male,63,Az ZarqÄâ€™,Jordan,Yes,Beauty,Moisturizer,3,575.79,Yes,220.1,Cash,37,Bi-Weekly,Standard,4.8
408-9630926-2785104,4/30/2022,Cancelled,12838,Male,38,Tarsus,Turkey,Yes,Toys,Lego Set,3,384.8,Yes,59.74,Cash,45,Weekly,Same Day,4.7
403-5342526-7867558,4/30/2022,Cancelled,12838,Male,59,Bengbu,China,Yes,Clothing,Jeans,3,215.56,Yes,391.78,Cash,29,Quarterly,Same Day,3.3
404-2255125-4533134,4/30/2022,Shipped,12838,Male,35,Mendoza,Argentina,Yes,Clothing,Jeans,3,397.79,Yes,142.84,Venmo,27,Bi-Weekly,Same Day,4.2
171-5594281-0212357,4/30/2022,Shipped - Delivered to Buyer,12838,Male,48,Hubli,India,Yes,Clothing,Jacket,3,375.77,Yes,373.31,Bank Transfer,36,Annually,Standard,4.7
405-6041428-1576346,4/30/2022,Cancelled,12838,Male,64,ConcepciÃ³n,Chile,Yes,Toys,Lego Set,3,374.56,Yes,252.98,Cash,9,Annually,Same Day,2.6
405-5933927-3375545,4/30/2022,Cancelled,12838,Male,28,Zaria,Nigeria,Yes,Toys,Lego Set,3,479.38,Yes,179.22,Venmo,38,Bi-Weekly,Express,2.9
405-5933927-3375545,4/30/2022,Cancelled,12838,Male,60,Dengtalu,China,Yes,Toys,Puzzle,3,329.52,Yes,65.17,PayPal,41,Annually,Standard,2.7
405-3785331-3948333,4/30/2022,Shipped,12838,Male,27,Cartagena,Colombia,Yes,Toys,Lego Set,3,325.93,Yes,247.03,Debit Card,25,Every 3 Months,Express,3.3
404-8711304-7038702,4/30/2022,Shipped,12838,Male,56,Mysore,India,Yes,Home & Kitchen,Blender,2,278.34,Yes,313.64,Venmo,37,Fortnightly,Same Day,3.4
405-2872303-9941933,4/30/2022,Cancelled,12838,Male,58,Mexicali,Mexico,Yes,Home & Kitchen,Knife Set,2,223.85,Yes,230.19,PayPal,3,Annually,Same Day,4.2
402-6464284-9643538,4/30/2022,Shipped,12838,Male,30,Tongliao,China,Yes,Electronics,Smartphone,12,409.44,Yes,284.38,Credit Card,24,Every 3 Months,Standard,3.8
405-7534473-2900341,4/30/2022,Shipped,13255,Male,23,Mombasa,Kenya,Yes,Sports,Basketball,12,491.97,Yes,84.02,Credit Card,49,Bi-Weekly,Same Day,4
407-2944929-6438702,4/30/2022,Shipped - Delivered to Buyer,13255,Male,33,Newcastle upon Tyne,United Kingdom,Yes,Sports,Football,72,601.11,Yes,63.15,Bank Transfer,3,Monthly,Same Day,2.7
171-0362861-1228360,4/30/2022,Shipped,13255,Male,63,Novo Hamburgo,Brazil,Yes,Beauty,Face Wash,12,535.49,Yes,164.43,Debit Card,42,Monthly,Standard,4.7
404-5775216-5570767,4/30/2022,Shipped,13255,Male,70,Callao,Peru,Yes,Beauty,Lipstick,4,258.24,Yes,328.98,Cash,32,Fortnightly,Same Day,3.5
171-2754000-1881907,4/30/2022,Shipped - Delivered to Buyer,13255,Male,70,Bilbao,Spain,Yes,Home & Kitchen,Vacuum Cleaner,4,364.37,Yes,70.01,Venmo,33,Fortnightly,Standard,3
408-2784061-1695540,4/30/2022,Shipped,13255,Male,19,Johor Bahru,Malaysia,Yes,Toys,Toy Car,6,299.36,Yes,363.41,Bank Transfer,46,Quarterly,Standard,3.3
403-8794854-0523518,4/30/2022,Shipped,16583,Male,25,Raipur,India,Yes,Electronics,Laptop,12,551.99,Yes,447.29,Venmo,44,Monthly,Standard,4.7
404-4680896-8003501,4/30/2022,Cancelled,16583,Male,19,Xiaoxita,China,Yes,Electronics,Camera,12,565.39,Yes,291.5,Credit Card,35,Every 3 Months,Express,4.7
405-8314081-3929157,4/30/2022,Shipped,16583,Male,25,Fort Worth,United States,Yes,Toys,Doll,12,212.32,Yes,331.07,Bank Transfer,45,Weekly,Express,4.8
406-1694518-5618746,4/30/2022,Cancelled,16583,Male,60,Salem,India,Yes,Beauty,Face Wash,6,555.88,Yes,351.69,PayPal,37,Bi-Weekly,Standard,2.9
408-5094125-1397968,4/30/2022,Shipped,16583,Male,35,Yangjiang,China,Yes,Sports,Basketball,12,662.7,Yes,364.4,Debit Card,40,Every 3 Months,Same Day,4
402-6569321-5308311,4/30/2022,Shipped,16583,Male,46,Marrakech,Morocco,Yes,Clothing,Jeans,8,508.66,Yes,329,Cash,30,Every 3 Months,Standard,3.1
406-5828889-4813915,4/30/2022,Shipped,16583,Male,41,Kaifeng Chengguanzhen,China,Yes,Sports,Football,8,355.2,Yes,377.41,Venmo,38,Every 3 Months,Standard,3.5
402-4832715-9188334,4/30/2022,Shipped,16583,Male,30,Dandong,China,Yes,Books,Comics,4,343.63,Yes,301.57,Debit Card,15,Every 3 Months,Express,3.7
408-9898972-5365901,4/30/2022,Shipped - Delivered to Buyer,16583,Male,44,Al BaÅŸrah,Iraq,Yes,Sports,Cricket Bat,3,223.78,Yes,307.35,Cash,49,Monthly,Express,2.8
408-7275140-3593905,4/30/2022,Shipped,16583,Male,61,Aguascalientes,Mexico,Yes,Books,Novel,6,565.38,Yes,147.23,Debit Card,40,Quarterly,Same Day,4.6
405-7907546-1330739,4/30/2022,Shipped,16583,Male,55,Tucson,United States,Yes,Home & Kitchen,Knife Set,6,356.89,Yes,214.67,Debit Card,40,Weekly,Standard,3.8
405-7732656-4733913,4/30/2022,Shipped - Delivered to Buyer,16583,Male,50,Okayama,Japan,Yes,Books,Novel,4,629.37,Yes,267.19,PayPal,5,Weekly,Express,2.6
405-7732656-4733913,4/30/2022,Shipped - Delivered to Buyer,16583,Male,57,Bucheon,"Korea, South",Yes,Clothing,T-Shirt,6,397.66,Yes,420.44,PayPal,5,Monthly,Standard,4.1
405-7732656-4733913,4/30/2022,Shipped - Delivered to Buyer,16583,Male,51,Xuanzhou,China,Yes,Sports,Tennis Racket,12,367.31,Yes,388.2,Debit Card,5,Every 3 Months,Same Day,3.3
171-5431988-8713937,4/30/2022,Shipped,18085,Male,18,Bandar Lampung,Indonesia,Yes,Beauty,Face Wash,4,694.3,Yes,353.72,Cash,1,Weekly,Standard,3.4
171-6687746-4020351,4/30/2022,Shipped,18085,Male,63,Rizhao,China,Yes,Clothing,Jeans,6,315.09,Yes,161.77,Venmo,21,Weekly,Standard,3
403-3045245-2207560,4/30/2022,Shipped,18085,Male,34,Palermo,Italy,Yes,Home & Kitchen,Blender,12,340.42,Yes,274.82,PayPal,18,Annually,Standard,3.2
405-4991185-1773106,4/30/2022,Shipped,18085,Male,25,Caerdydd,United Kingdom,Yes,Clothing,Jacket,8,463.55,Yes,223.15,Cash,49,Quarterly,Same Day,4.5
403-6782192-8968326,4/30/2022,Shipped,18085,Male,46,Tampico,Mexico,Yes,Toys,Toy Car,8,223.62,Yes,139.66,Debit Card,27,Weekly,Standard,4.8
171-6640050-9516349,4/30/2022,Shipped,18085,Male,59,Jiaozuo,China,Yes,Beauty,Lipstick,8,381.26,Yes,444.31,Venmo,21,Annually,Standard,3.7
402-5014156-9264316,4/30/2022,Cancelled,18085,Male,37,Padang,Indonesia,Yes,Home & Kitchen,Blender,8,589.82,Yes,190.99,Cash,19,Fortnightly,Same Day,3.4
408-8342548-5107567,4/30/2022,Shipped,18085,Male,49,Jalandhar,India,Yes,Electronics,Smartphone,16,547.3,Yes,151.53,Debit Card,23,Monthly,Same Day,4.6
404-7769149-3935539,4/30/2022,Shipped,18085,Male,22,Zhenjiang,China,Yes,Toys,Puzzle,8,273.29,Yes,308.67,PayPal,26,Fortnightly,Express,4.1
402-5903377-6817119,4/30/2022,Cancelled,13758,Male,64,ValparaÃ­so,Chile,Yes,Clothing,Jacket,8,508.09,Yes,411.96,Bank Transfer,13,Bi-Weekly,Standard,3.5
405-6584819-2669165,4/30/2022,Shipped,13758,Male,42,Pingdingshan,China,Yes,Beauty,Face Wash,12,541.04,Yes,152.7,Bank Transfer,36,Quarterly,Express,3.8
405-9099443-7445111,4/30/2022,Cancelled,13758,Male,37,Zunyi,China,Yes,Clothing,T-Shirt,8,468.87,Yes,376.52,Bank Transfer,39,Bi-Weekly,Same Day,2.6
408-3810333-4165930,4/30/2022,Shipped - Delivered to Buyer,13758,Male,26,Anshun,China,Yes,Beauty,Face Wash,12,230.54,Yes,144.39,Debit Card,40,Fortnightly,Same Day,4.4
405-0881145-7742744,4/30/2022,Shipped,13758,Male,33,Toulouse,France,Yes,Beauty,Moisturizer,6,526.97,Yes,372.93,Debit Card,37,Quarterly,Express,2.6
403-7153786-2898705,4/30/2022,Shipped,13758,Male,30,El Paso,United States,Yes,Electronics,Laptop,12,343.47,Yes,284.06,Venmo,9,Bi-Weekly,Express,3.6
408-2042136-9817130,4/30/2022,Shipped,13758,Male,21,IguaÃ§u,Brazil,Yes,Sports,Basketball,12,443.15,Yes,121.27,Venmo,7,Every 3 Months,Standard,4.2
408-2042136-9817130,4/30/2022,Shipped,13758,Male,22,Bhubaneshwar,India,Yes,Sports,Cricket Bat,12,622.47,Yes,436.3,Bank Transfer,25,Annually,Same Day,4.6
407-8176931-5052349,4/30/2022,Cancelled,13758,Male,63,Voronezh,Russia,Yes,Sports,Football,12,443.06,Yes,287.04,Venmo,42,Bi-Weekly,Express,3.3
407-3305249-3442711,4/30/2022,Cancelled,13758,Male,33,Saratov,Russia,Yes,Clothing,Jacket,8,379.92,Yes,106.63,Debit Card,19,Weekly,Express,3.4
403-5215681-9527524,4/30/2022,Shipped,13758,Male,43,Yuci,China,Yes,Home & Kitchen,Vacuum Cleaner,3,295.75,Yes,296.36,Debit Card,41,Every 3 Months,Standard,4.4
408-3749874-2210712,4/30/2022,Shipped,13758,Male,27,Yancheng,China,Yes,Electronics,Laptop,4,598.4,Yes,79.05,Cash,50,Bi-Weekly,Express,4.3
406-6143137-4946754,4/30/2022,Shipped,13758,Male,35,Cuernavaca,Mexico,Yes,Toys,Toy Car,6,647.35,Yes,315.96,PayPal,43,Monthly,Express,3.5
403-3797724-0896348,4/30/2022,Shipped,13758,Male,37,Linfen,China,Yes,Clothing,Sweater,6,681.84,Yes,301.47,Venmo,36,Every 3 Months,Same Day,4.7
407-3778695-8884327,4/30/2022,Shipped,13758,Male,61,Honolulu,United States,Yes,Sports,Cricket Bat,2,312.69,Yes,410.65,Debit Card,33,Fortnightly,Standard,3.1
402-6454286-3321909,4/30/2022,Shipped - Delivered to Buyer,13758,Male,32,Warri,Nigeria,Yes,Toys,Puzzle,2,666.59,Yes,93.43,Bank Transfer,20,Every 3 Months,Express,3.6
402-9138974-2250726,4/30/2022,Shipped,13758,Male,62,Basel,Switzerland,Yes,Home & Kitchen,Cookware Set,12,237.83,Yes,404.79,Venmo,37,Every 3 Months,Standard,4.8
402-9138974-2250726,4/30/2022,Shipped,13694,Male,29,San Miguel de TucumÃ¡n,Argentina,Yes,Sports,Football,200,397.76,Yes,292.73,PayPal,12,Every 3 Months,Standard,3.7
408-4193711-8156307,4/30/2022,Shipped - Delivered to Buyer,13694,Male,41,KermÄnshÄh,Iran,Yes,Home & Kitchen,Blender,72,508.9,Yes,51.91,PayPal,46,Every 3 Months,Express,3.2
404-5546156-4947565,4/30/2022,Shipped - Delivered to Buyer,13694,Male,48,ThessalonÃ­ki,Greece,Yes,Electronics,Camera,600,369.15,Yes,472.8,Venmo,28,Fortnightly,Same Day,3.9
408-0902233-8069950,4/30/2022,Shipped - Returned to Seller,13694,Male,43,Omaha,United States,Yes,Toys,Toy Car,48,420.98,Yes,407.97,PayPal,30,Fortnightly,Standard,3.5
171-7821391-2118700,4/30/2022,Shipped,13694,Male,34,Kota,India,Yes,Clothing,Jeans,36,418.58,Yes,480.24,Cash,28,Bi-Weekly,Express,2.8
171-3764328-7297105,4/30/2022,Shipped,13694,Male,45,Braga,Portugal,Yes,Clothing,T-Shirt,48,459.42,Yes,234.62,Debit Card,20,Bi-Weekly,Standard,2.7
406-5700980-4110708,4/30/2022,Shipped,15983,Male,65,JhÄnsi,India,Yes,Books,Novel,32,569.33,Yes,378.83,Bank Transfer,39,Every 3 Months,Standard,3.1
406-4317049-7021127,4/30/2022,Shipped,15983,Male,61,Rongjiawan,China,Yes,Electronics,Headphones,2,624.82,Yes,146.92,Cash,48,Bi-Weekly,Express,3.6
408-0738576-5377963,4/30/2022,Shipped,15983,Male,18,Nottingham,United Kingdom,Yes,Beauty,Lipstick,2,626.82,Yes,206.5,Credit Card,32,Every 3 Months,Same Day,2.9
171-6112262-4294731,4/30/2022,Cancelled,15983,Male,47,Agadir,Morocco,Yes,Toys,Puzzle,6,250.89,Yes,282.61,PayPal,28,Annually,Same Day,3.6
402-0069978-7444377,4/30/2022,Shipped - Delivered to Buyer,15983,Male,56,Butterworth,Malaysia,Yes,Books,Novel,12,562.6,Yes,442.5,Venmo,27,Quarterly,Express,3.5
407-6451607-8520320,4/30/2022,Shipped,15983,Male,64,Bareilly,India,Yes,Beauty,Lipstick,48,350.55,Yes,246.58,Venmo,26,Bi-Weekly,Same Day,3.5
407-6825420-7253915,4/30/2022,Cancelled,15983,Male,26,Jos,Nigeria,Yes,Books,Comics,1,248.18,Yes,476.07,Credit Card,22,Fortnightly,Same Day,2.8
171-2497796-8649164,4/30/2022,Shipped,15983,Male,22,Xingyi,China,Yes,Toys,Puzzle,5,338.64,Yes,117.33,Bank Transfer,23,Every 3 Months,Standard,4.7
405-3921640-0927553,4/30/2022,Shipped - Delivered to Buyer,15983,Male,64,Cebu City,Philippines,Yes,Toys,Doll,6,474.22,Yes,332,Debit Card,21,Quarterly,Same Day,3.1
402-8291421-3780342,4/30/2022,Shipped,15983,Male,21,Arequipa,Peru,Yes,Sports,Basketball,24,527.53,Yes,467.08,Cash,36,Weekly,Same Day,4.9
402-8291421-3780342,4/30/2022,Shipped,15983,Male,67,Liverpool,United Kingdom,Yes,Clothing,Sweater,12,677.1,Yes,320.38,Debit Card,42,Bi-Weekly,Same Day,4.1
407-4549939-3485945,4/30/2022,Shipped,15983,Male,46,Wuhu,China,Yes,Toys,Lego Set,2,413.97,Yes,336.01,Venmo,4,Monthly,Same Day,4.7
403-3597087-4521139,4/30/2022,Shipped,15983,Male,40,Langfang,China,Yes,Sports,Football,2,505.91,Yes,392.14,Credit Card,47,Annually,Express,2.5
171-9016873-6719541,4/30/2022,Shipped,15983,Male,51,RÄjshÄhi,Bangladesh,Yes,Clothing,Jeans,2,309.77,Yes,414.88,Bank Transfer,13,Weekly,Standard,4.4
171-3693730-4530754,4/30/2022,Cancelled,15983,Male,35,Zhaotong,China,Yes,Sports,Tennis Racket,10,242.93,Yes,118.8,Bank Transfer,8,Quarterly,Same Day,3.9
404-0541321-3023502,4/30/2022,Shipped,15983,Male,56,CuliacÃ¡n,Mexico,Yes,Electronics,Camera,10,587.69,Yes,364.55,Debit Card,11,Quarterly,Standard,3.7
402-1600884-0332308,4/30/2022,Shipped,15983,Male,25,Valencia,Spain,Yes,Electronics,Camera,2,264.68,Yes,363.5,Venmo,5,Annually,Express,3.4
402-0229417-2609936,4/30/2022,Shipped,15983,Male,65,Lingyuan,China,Yes,Sports,Football,2,255,Yes,352.04,Credit Card,1,Monthly,Express,4.8
403-0131049-2132337,4/30/2022,Shipped,15983,Male,39,CuiabÃ¡,Brazil,Yes,Electronics,Camera,8,461.36,Yes,319.19,PayPal,17,Every 3 Months,Standard,4.2
171-4573948-3966741,4/30/2022,Shipped,15983,Male,47,Quy NhÆ¡n,Vietnam,Yes,Books,Comics,6,615.54,Yes,259.76,Venmo,27,Quarterly,Same Day,3.4
171-0211853-1251554,4/30/2022,Shipped - Delivered to Buyer,15983,Male,36,Malang,Indonesia,Yes,Toys,Doll,12,491.5,Yes,457.64,Debit Card,3,Quarterly,Express,2.9
404-3699924-2837921,4/30/2022,Shipped - Delivered to Buyer,15983,Male,66,AlÄ«garh,India,Yes,Home & Kitchen,Cookware Set,24,256.4,Yes,226.49,PayPal,22,Weekly,Same Day,3.3
405-0457160-2123517,4/30/2022,Shipped,15983,Male,62,Lâ€™viv,Ukraine,Yes,Sports,Cricket Bat,3,263.96,Yes,108.76,Cash,24,Fortnightly,Express,4.8
408-6862973-4520309,4/30/2022,Shipped,15983,Male,41,Bordeaux,France,Yes,Books,Comics,6,446.62,Yes,190.82,Debit Card,18,Quarterly,Express,3.8
171-7679971-0310752,4/30/2022,Cancelled,15983,Male,66,McAllen,United States,Yes,Beauty,Lipstick,6,261.7,Yes,228.25,Bank Transfer,39,Every 3 Months,Express,4.6
171-3669717-3172330,4/30/2022,Shipped,15983,Male,51,Baojishi,China,Yes,Beauty,Face Wash,10,634.51,Yes,406.27,Credit Card,25,Fortnightly,Standard,2.6
403-9724686-7777903,4/30/2022,Shipped,15983,Male,33,Pekanbaru,Indonesia,Yes,Books,Comics,2,550.78,Yes,307.38,Cash,6,Annually,Same Day,3.4
403-8306900-1833930,4/30/2022,Shipped - Delivered to Buyer,15983,Male,57,Oran,Algeria,Yes,Clothing,Jeans,4,337.81,Yes,454.71,Bank Transfer,26,Weekly,Same Day,4.2
403-1962150-0618711,4/30/2022,Shipped,15983,Male,45,Yingkou,China,Yes,Clothing,Sweater,4,218.74,Yes,73.98,Debit Card,43,Fortnightly,Standard,3.9
403-1632972-2861963,4/30/2022,Shipped - Delivered to Buyer,15983,Male,61,Bhiwandi,India,Yes,Home & Kitchen,Knife Set,24,657.22,Yes,56.54,Credit Card,6,Monthly,Same Day,2.9
403-9533906-1728355,4/30/2022,Shipped,15983,Male,55,Liaoyang,China,Yes,Sports,Football,16,433.57,Yes,288.65,Debit Card,6,Quarterly,Express,4.2
171-1269122-8425943,4/30/2022,Shipped,15983,Male,54,Chihuahua,Mexico,Yes,Electronics,Headphones,24,336.96,Yes,120.79,Cash,13,Quarterly,Same Day,3
171-2937341-8703561,4/30/2022,Shipped,14849,Male,57,Jammu,India,Yes,Clothing,T-Shirt,12,640.6,Yes,400.66,PayPal,13,Monthly,Standard,3.6
406-5206188-8892351,4/30/2022,Shipped,14849,Male,27,Melaka,Malaysia,Yes,Sports,Tennis Racket,12,467.99,Yes,55.57,Cash,11,Annually,Standard,2.5
405-5228379-1065951,4/30/2022,Shipped,14849,Male,64,Zaporizhzhya,Ukraine,Yes,Clothing,Jacket,24,280.57,Yes,189.88,Venmo,45,Weekly,Same Day,2.6
406-3236326-4964331,4/30/2022,Shipped - Delivered to Buyer,14849,Male,52,MorÄdÄbÄd,India,Yes,Books,Novel,24,617.36,Yes,132.38,PayPal,8,Monthly,Express,4.3
408-3364449-3401947,4/30/2022,Cancelled,14849,Male,19,Antalya,Turkey,Yes,Beauty,Face Wash,12,494.52,Yes,255.04,Credit Card,8,Annually,Standard,3.3
402-7682157-9147503,4/30/2022,Shipped - Delivered to Buyer,14849,Male,22,Al á¸¨udaydah,Yemen,Yes,Books,Biography,2,575,Yes,436.15,Bank Transfer,34,Fortnightly,Standard,2.6
405-1515003-2007535,4/30/2022,Shipped,14849,Male,18,Campo Grande,Brazil,Yes,Beauty,Lipstick,4,260.63,Yes,157.08,Debit Card,40,Bi-Weekly,Same Day,3.6
408-8569813-9288333,4/30/2022,Shipped - Delivered to Buyer,14849,Male,29,Shaoxing,China,Yes,Books,Notebook,2,414.26,Yes,434.27,Debit Card,14,Bi-Weekly,Express,2.6
404-0867714-0772302,4/30/2022,Shipped,14849,Male,42,Yichun,China,Yes,Home & Kitchen,Vacuum Cleaner,24,331.08,Yes,199.94,Credit Card,11,Quarterly,Same Day,3.5
404-0867714-0772302,4/30/2022,Shipped,14849,Male,49,Mangalore,India,Yes,Electronics,Laptop,6,595.41,Yes,244.56,PayPal,8,Monthly,Same Day,3
404-0867714-0772302,4/30/2022,Shipped,14849,Male,49,Wuppertal,Germany,Yes,Books,Notebook,8,677,Yes,99.94,Venmo,8,Every 3 Months,Express,5
402-1704468-7240327,4/30/2022,Shipped - Delivered to Buyer,14849,Male,55,Cheongju,"Korea, South",Yes,Electronics,Laptop,2,514.34,Yes,235.27,Venmo,37,Weekly,Express,2.5
406-5757669-2996307,4/30/2022,Shipped,14849,Male,29,Zamboanga City,Philippines,Yes,Clothing,Sweater,2,432.51,Yes,252.39,Debit Card,23,Annually,Same Day,2.9
407-1492215-2982709,4/30/2022,Shipped,14849,Male,60,HamhÅ­ng,"Korea, North",Yes,Sports,Basketball,24,506.61,Yes,278.82,Cash,38,Annually,Standard,4.6
171-2119982-7294757,4/30/2022,Shipped,14849,Male,34,Fuyang,China,Yes,Home & Kitchen,Blender,12,471.74,Yes,142.26,Cash,38,Quarterly,Standard,3.6
407-1684475-5197113,4/30/2022,Shipped,17968,Male,30,Ilorin,Nigeria,Yes,Beauty,Moisturizer,2,563.52,Yes,369.1,Credit Card,12,Fortnightly,Express,3
404-4568279-0273125,4/30/2022,Shipped,17968,Male,28,SaarbrÃ¼cken,Germany,Yes,Beauty,Lipstick,2,504.33,Yes,494.12,Cash,15,Weekly,Standard,4.5
403-9752008-2541919,4/30/2022,Cancelled,17968,Male,63,Fuxin,China,Yes,Home & Kitchen,Vacuum Cleaner,2,603.2,Yes,424.27,PayPal,38,Fortnightly,Express,4.5
403-3896686-3972343,4/30/2022,Shipped,17968,Male,31,Shiyan,China,Yes,Beauty,Lipstick,3,517.23,Yes,353.63,Bank Transfer,41,Every 3 Months,Express,3.2
408-5238024-3207538,4/30/2022,Shipped - Delivered to Buyer,17968,Male,46,Quetta,Pakistan,Yes,Home & Kitchen,Knife Set,1,525.63,Yes,339,PayPal,37,Fortnightly,Express,4
403-9336057-8075519,4/30/2022,Shipped,17968,Male,70,Trujillo,Peru,Yes,Books,Biography,1,643.94,Yes,490.99,Bank Transfer,16,Every 3 Months,Standard,4.8
406-6070472-3313109,4/30/2022,Shipped,17968,Male,53,Kananga,Congo (Kinshasa),Yes,Beauty,Lipstick,3,305.16,Yes,307.28,Venmo,25,Weekly,Same Day,3.7
407-0828621-5564309,4/30/2022,Shipped - Delivered to Buyer,17968,Male,50,Trabzon,Turkey,Yes,Books,Biography,1,295.11,Yes,443.68,Bank Transfer,18,Quarterly,Standard,3.8
402-7281943-2634753,4/30/2022,Shipped,17968,Male,33,Jincheng,China,Yes,Beauty,Lipstick,1,431.11,Yes,375.01,Credit Card,4,Bi-Weekly,Express,2.7
408-3364643-8111517,4/30/2022,Shipped,17968,Male,22,Albuquerque,United States,Yes,Beauty,Moisturizer,1,289.92,Yes,440.97,Bank Transfer,12,Quarterly,Express,4.9
402-9327280-6831502,4/30/2022,Shipped,17968,Male,50,ÅÃ³dÅº,Poland,Yes,Books,Notebook,8,493.2,Yes,85.92,PayPal,35,Fortnightly,Express,3.1
405-8803159-2662729,4/30/2022,Shipped,17968,Male,34,KrakÃ³w,Poland,Yes,Books,Notebook,1,371.28,Yes,259.21,Venmo,45,Weekly,Same Day,4.2
405-8803159-2662729,4/30/2022,Shipped,17968,Male,24,Saltillo,Mexico,Yes,Clothing,T-Shirt,1,676.57,Yes,370.69,Credit Card,16,Monthly,Express,
405-8803159-2662729,4/30/2022,Shipped,17968,Male,69,SÃ£o JosÃ© dos Campos,Brazil,Yes,Home & Kitchen,Blender,1,523.84,Yes,58.33,Debit Card,10,Fortnightly,Express,4.2
405-8803159-2662729,4/30/2022,Shipped,17968,Male,39,HÅ­ngnam,"Korea, North",Yes,Clothing,Jacket,2,630.99,Yes,388.43,Venmo,34,Annually,Same Day,4.6
405-3441275-4039543,4/30/2022,Shipped - Delivered to Buyer,17968,Male,42,Taâ€˜izz,Yemen,Yes,Sports,Football,1,274.43,Yes,458.26,Credit Card,43,Annually,Standard,4
405-3441275-4039543,4/30/2022,Shipped - Delivered to Buyer,17968,Male,42,Pietermaritzburg,South Africa,Yes,Clothing,Jacket,1,590.11,Yes,321.38,Debit Card,38,Weekly,Express,4
406-2890663-9523509,4/30/2022,Shipped,17968,Male,29,Tangier,Morocco,Yes,Beauty,Moisturizer,1,511.55,Yes,183.01,PayPal,48,Every 3 Months,Express,3.8
402-1430516-9436331,4/30/2022,Shipped,17968,Male,55,Hsinchu,Taiwan,Yes,Clothing,T-Shirt,1,336.17,Yes,474.96,PayPal,31,Annually,Same Day,3.3
171-7949350-6828319,4/30/2022,Shipped,17968,Male,32,Changhua,Taiwan,Yes,Sports,Football,1,490.57,Yes,198.01,Cash,20,Every 3 Months,Express,2.6
171-2964083-5815566,4/30/2022,Shipped,17968,Male,25,KolhÄpur,India,Yes,Sports,Basketball,1,665.37,Yes,338.81,Credit Card,12,Fortnightly,Express,4.9
406-9789934-2845967,4/30/2022,Shipped,17968,Male,38,Fargâ€˜ona,Uzbekistan,Yes,Toys,Toy Car,2,298.93,Yes,451.64,Bank Transfer,2,Weekly,Same Day,3.5
405-9399780-0313164,4/30/2022,Shipped,17968,Male,32,Namangan,Uzbekistan,Yes,Electronics,Headphones,6,668.2,Yes,204.21,Venmo,30,Every 3 Months,Same Day,2.8
404-9635079-7600310,4/30/2022,Shipped,17968,Male,43,LiÃ¨ge,Belgium,Yes,Books,Comics,5,346.93,Yes,479.3,Venmo,28,Quarterly,Express,2.6
171-6983189-6050757,4/30/2022,Shipped,17968,Male,41,Ciudad Guayana,Venezuela,Yes,Home & Kitchen,Vacuum Cleaner,1,681.22,Yes,337.42,Debit Card,40,Monthly,Express,3.7
171-6983189-6050757,4/30/2022,Shipped,17968,Male,56,Birmingham,United States,Yes,Clothing,Jacket,1,251.83,Yes,436.78,PayPal,46,Quarterly,Same Day,2.7
171-3884714-3945906,4/30/2022,Shipped,17968,Male,27,Hegang,China,Yes,Clothing,Sweater,1,421.27,Yes,254.98,Credit Card,15,Weekly,Standard,3.3
171-3884714-3945906,4/30/2022,Shipped,17968,Male,46,Naga City,Philippines,Yes,Home & Kitchen,Knife Set,1,239.97,Yes,443.36,Cash,38,Every 3 Months,Same Day,4.6
171-3884714-3945906,4/30/2022,Shipped,17968,Male,48,GdaÅ„sk,Poland,Yes,Beauty,Face Wash,1,419.61,Yes,78.25,PayPal,30,Bi-Weekly,Express,4.9
